Name,Page,Importance_index,Book,IsChapter
The Boltzmann machine,832,4,2015_machine_learning_a_bayesian_perspective,False
16.3.2 Block Methods for Variational Approximation,834,3,2015_machine_learning_a_bayesian_perspective,False
The mean field approximation and the Boltzmann machine,835,4,2015_machine_learning_a_bayesian_perspective,False
16.3.3 Loopy Belief Propagation,838,3,2015_machine_learning_a_bayesian_perspective,False
16.4 Dynamic Graphical Models,841,2,2015_machine_learning_a_bayesian_perspective,False
16.5 Hidden Markov Models,843,2,2015_machine_learning_a_bayesian_perspective,False
16.5.1 Inference,846,3,2015_machine_learning_a_bayesian_perspective,False
16.5.2 Learning the Parameters in an HMM,850,3,2015_machine_learning_a_bayesian_perspective,False
16.5.3 Discriminative Learning,853,3,2015_machine_learning_a_bayesian_perspective,False
16.6 Beyond HMMs: A Discussion ,854,2,2015_machine_learning_a_bayesian_perspective,False
16.6.1 Factorial Hidden Markov Models,854,3,2015_machine_learning_a_bayesian_perspective,False
16.6.2 Time-Varying Dynamic Bayesian Networks,857,3,2015_machine_learning_a_bayesian_perspective,False
16.7 Learning Graphical Models,858,2,2015_machine_learning_a_bayesian_perspective,False
16.7.1 Parameter Estimation,858,3,2015_machine_learning_a_bayesian_perspective,False
16.7.2 Learning the Structure,862,3,2015_machine_learning_a_bayesian_perspective,False
Problems,863,2,2015_machine_learning_a_bayesian_perspective,False
References,865,2,2015_machine_learning_a_bayesian_perspective,False
Chapter 17: Particle Filtering,870,1,2015_machine_learning_a_bayesian_perspective,True
17.1 Introduction,870,2,2015_machine_learning_a_bayesian_perspective,False
17.2 Sequential Importance Sampling,870,2,2015_machine_learning_a_bayesian_perspective,False
17.2.1 Importance Sampling Revisited,871,3,2015_machine_learning_a_bayesian_perspective,False
17.2.2 Resampling,872,3,2015_machine_learning_a_bayesian_perspective,False
17.2.3 Sequential Sampling,874,3,2015_machine_learning_a_bayesian_perspective,False
17.3 Kalman and Particle Filtering,876,2,2015_machine_learning_a_bayesian_perspective,False
17.3.1 Kalman Filtering: A Bayesian Point of View,877,3,2015_machine_learning_a_bayesian_perspective,False
17.4 Particle Filtering,879,2,2015_machine_learning_a_bayesian_perspective,False
17.4.1 Degeneracy,883,3,2015_machine_learning_a_bayesian_perspective,False
17.4.2 Generic Particle Filtering,885,3,2015_machine_learning_a_bayesian_perspective,False
17.4.3 Auxiliary Particle Filtering,887,3,2015_machine_learning_a_bayesian_perspective,False
Problems,893,2,2015_machine_learning_a_bayesian_perspective,False
MATLAB Exercises,896,3,2015_machine_learning_a_bayesian_perspective,False
References,897,2,2015_machine_learning_a_bayesian_perspective,False
Chapter 18: Neural Networks and Deep Learning,900,1,2015_machine_learning_a_bayesian_perspective,True
18.1 Introduction,901,2,2015_machine_learning_a_bayesian_perspective,False
18.2 The Perceptron,902,2,2015_machine_learning_a_bayesian_perspective,False
18.2.1 The Kernel Perceptron Algorithm,906,3,2015_machine_learning_a_bayesian_perspective,False
18.3 Feed-Forward Multilayer Neural Networks,907,2,2015_machine_learning_a_bayesian_perspective,False
18.4 The Backpropagation Algorithm,911,2,2015_machine_learning_a_bayesian_perspective,False
18.4.1 The Gradient Descent Scheme,912,3,2015_machine_learning_a_bayesian_perspective,False
Speeding up the convergence rate,918,4,2015_machine_learning_a_bayesian_perspective,False
Some practical hints,919,4,2015_machine_learning_a_bayesian_perspective,False
18.4.2 Beyond the Gradient Descent Rationale,920,3,2015_machine_learning_a_bayesian_perspective,False
18.4.3 Selecting a Cost Function,921,3,2015_machine_learning_a_bayesian_perspective,False
18.5 Pruning the Network,922,2,2015_machine_learning_a_bayesian_perspective,False
18.6 Universal Approximation Property of Feed-Forward Neural Networks,924,2,2015_machine_learning_a_bayesian_perspective,False
18.7 Neural Networks: A Bayesian Flavor,927,2,2015_machine_learning_a_bayesian_perspective,False
18.8 Learning Deep Networks,928,2,2015_machine_learning_a_bayesian_perspective,False
18.8.1 The Need for Deep Architectures,929,3,2015_machine_learning_a_bayesian_perspective,False
18.8.2 Training Deep Networks,930,3,2015_machine_learning_a_bayesian_perspective,False
Distributed representations,932,4,2015_machine_learning_a_bayesian_perspective,False
18.8.3 Training Restricted Boltzmann Machines,933,3,2015_machine_learning_a_bayesian_perspective,False
Computation of the conditional probabilities,935,4,2015_machine_learning_a_bayesian_perspective,False
Contrastive divergence,936,4,2015_machine_learning_a_bayesian_perspective,False
18.8.4 Training Deep Feed-Forward Networks,939,3,2015_machine_learning_a_bayesian_perspective,False
18.9 Deep Belief Networks,941,2,2015_machine_learning_a_bayesian_perspective,False
18.10 Variations on the Deep Learning Theme,943,2,2015_machine_learning_a_bayesian_perspective,False
18.10.1 Gaussian Units,943,3,2015_machine_learning_a_bayesian_perspective,False
18.10.2 Stacked Autoencoders,944,3,2015_machine_learning_a_bayesian_perspective,False
18.10.3 The Conditional RBM,945,3,2015_machine_learning_a_bayesian_perspective,False
18.11 Case Study: A Deep Network for Optical Character Recognition,948,2,2015_machine_learning_a_bayesian_perspective,False
18.12 CASE Study: A Deep Autoencoder,950,2,2015_machine_learning_a_bayesian_perspective,False
18.13 Example: Generating Data via a DBN,953,2,2015_machine_learning_a_bayesian_perspective,False
Problems,954,2,2015_machine_learning_a_bayesian_perspective,False
MATLAB Exercises,956,3,2015_machine_learning_a_bayesian_perspective,False
References,957,2,2015_machine_learning_a_bayesian_perspective,False
Chapter 19: Dimensionality Reduction and Latent variables Modeling ,962,1,2015_machine_learning_a_bayesian_perspective,True
19.1 Introduction,963,2,2015_machine_learning_a_bayesian_perspective,False
19.2 Intrinsic Dimensionality,964,2,2015_machine_learning_a_bayesian_perspective,False
19.3 Principle Component Analysis,964,2,2015_machine_learning_a_bayesian_perspective,False
"PCA, SVD, and low-Rank matrix factorization",966,3,2015_machine_learning_a_bayesian_perspective,False
Minimum error interpretation,968,3,2015_machine_learning_a_bayesian_perspective,False
PCA and information retrieval,968,3,2015_machine_learning_a_bayesian_perspective,False
Orthogonalizing properties of PCA and feature generation,968,3,2015_machine_learning_a_bayesian_perspective,False
Latent variables,969,3,2015_machine_learning_a_bayesian_perspective,False
19.4 Canonical Correlation Analysis,975,2,2015_machine_learning_a_bayesian_perspective,False
19.4.1 Relatives of CCA,978,3,2015_machine_learning_a_bayesian_perspective,False
Partial least-squares,979,4,2015_machine_learning_a_bayesian_perspective,False
19.5 Independent Component Analysis,980,2,2015_machine_learning_a_bayesian_perspective,False
19.5.1 ICA and Gaussianity,981,3,2015_machine_learning_a_bayesian_perspective,False
19.5.2 ICA and Higher Order Cumulants,982,3,2015_machine_learning_a_bayesian_perspective,False
ICA ambiguities,983,4,2015_machine_learning_a_bayesian_perspective,False
19.5.3 Non-Gaussianity and Independent Components,983,3,2015_machine_learning_a_bayesian_perspective,False
19.5.4 ICA Based on Mutual Information,984,3,2015_machine_learning_a_bayesian_perspective,False
19.5.5 Alternative Paths to ICA,987,3,2015_machine_learning_a_bayesian_perspective,False
The cocktail party problem,988,4,2015_machine_learning_a_bayesian_perspective,False
19.6 Dictionary Learning: The k-SVD Algorithm,991,2,2015_machine_learning_a_bayesian_perspective,False
Why the name k-SVD,993,3,2015_machine_learning_a_bayesian_perspective,False
19.7 Nonnegative Matrix Factorization,996,2,2015_machine_learning_a_bayesian_perspective,False
19.8 Learning Low-Dimensional Models: A Probabilistic Perspective,997,2,2015_machine_learning_a_bayesian_perspective,False
19.8.1 Factor Analysis,997,3,2015_machine_learning_a_bayesian_perspective,False
19.8.2 Probabilistic PCA,999,3,2015_machine_learning_a_bayesian_perspective,False
19.8.3 Mixture of Factors Analyzers: A Bayesian View to Compressed Sensing,1002,3,2015_machine_learning_a_bayesian_perspective,False
19.9 Nonlinear Dimensionality Reduction,1005,2,2015_machine_learning_a_bayesian_perspective,False
19.9.1 Kernel PCA,1005,3,2015_machine_learning_a_bayesian_perspective,False
19.9.2 Graph-Based Methods,1007,3,2015_machine_learning_a_bayesian_perspective,False
Laplacian eigenmaps,1007,4,2015_machine_learning_a_bayesian_perspective,False
Local linear embedding (LLE),1011,4,2015_machine_learning_a_bayesian_perspective,False
Isometric mapping (ISOMAP),1012,4,2015_machine_learning_a_bayesian_perspective,False
19.10 Low-Rank Matrix Factorization: A Sparse Modeling Path,1016,2,2015_machine_learning_a_bayesian_perspective,False
19.10.1 Matrix Completion,1016,3,2015_machine_learning_a_bayesian_perspective,False
19.10.2 Robust PCA,1020,3,2015_machine_learning_a_bayesian_perspective,False
19.10.3 Applications of Matrix Completion and ROBUST PCA,1021,3,2015_machine_learning_a_bayesian_perspective,False
Matrix completion,1021,4,2015_machine_learning_a_bayesian_perspective,False
Robust PCA/PCP,1022,4,2015_machine_learning_a_bayesian_perspective,False
19.11 A Case Study: fMRI Data Analysis,1023,2,2015_machine_learning_a_bayesian_perspective,False
Problems,1027,2,2015_machine_learning_a_bayesian_perspective,False
MATLAB Exercises,1027,3,2015_machine_learning_a_bayesian_perspective,False
References,1028,2,2015_machine_learning_a_bayesian_perspective,False
Appendix A: Linear Algebra,1038,1,2015_machine_learning_a_bayesian_perspective,True
A.1 Properties of Matrices,1038,2,2015_machine_learning_a_bayesian_perspective,False
Matrix inversion lemmas,1039,3,2015_machine_learning_a_bayesian_perspective,False
Matrix derivatives,1039,3,2015_machine_learning_a_bayesian_perspective,False
A.2 Positive Definite and Symmetric Matrices,1040,2,2015_machine_learning_a_bayesian_perspective,False
A.3 Wirtinger Calculus,1041,2,2015_machine_learning_a_bayesian_perspective,False
References,1042,2,2015_machine_learning_a_bayesian_perspective,False
Appendix B: Probability Theory and Statistics,1044,1,2015_machine_learning_a_bayesian_perspective,True
B.1 Cramér-Rao Bound,1044,2,2015_machine_learning_a_bayesian_perspective,False
B.2 Characteristic Functions,1045,2,2015_machine_learning_a_bayesian_perspective,False
B.3 Moments and Cumulants,1045,2,2015_machine_learning_a_bayesian_perspective,False
B.4 Edgeworth Expansion of a pdf,1046,2,2015_machine_learning_a_bayesian_perspective,False
Reference,1047,2,2015_machine_learning_a_bayesian_perspective,False
Appendix C: Hints on Constrained Optimization,1048,1,2015_machine_learning_a_bayesian_perspective,True
C.1 Equality Constraints,1048,2,2015_machine_learning_a_bayesian_perspective,False
C.2 Inequality Constraints,1050,2,2015_machine_learning_a_bayesian_perspective,False
The Karush-Kuhn-Tucker (KKT) conditions,1050,3,2015_machine_learning_a_bayesian_perspective,False
Min-Max duality,1051,3,2015_machine_learning_a_bayesian_perspective,False
Saddle point condition,1052,3,2015_machine_learning_a_bayesian_perspective,False
Lagrangian duality,1052,3,2015_machine_learning_a_bayesian_perspective,False
Convex programming,1053,3,2015_machine_learning_a_bayesian_perspective,False
Wolfe dual representation,1054,3,2015_machine_learning_a_bayesian_perspective,False
References,1054,2,2015_machine_learning_a_bayesian_perspective,False
Index,1056,1,2015_machine_learning_a_bayesian_perspective,False
Contents,4,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
Figures,14,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
Tables,19,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
Preface,21,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
--- Intro to Data Mining,28,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
What’s it all about?,29,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,True
DATA MINING AND MACHINE LEARNING,30,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
SIMPLE EXAMPLES: THE WEATHER PROBLEM AND OTHERS,35,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
FIELDED APPLICATIONS,47,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
THE DATA MINING PROCESS,54,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
MACHINE LEARNING AND STATISTICS,56,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
GENERALIZATION AS SEARCH,57,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
DATA MINING AND ETHICS,61,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
FURTHER READING AND BIBLIOGRAPHIC NOTES,64,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
Input - Concepts Instances Attributes,68,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,True
WHAT’S A CONCEPT?,69,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
WHAT’S IN AN EXAMPLE?,71,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
WHAT’S IN AN ATTRIBUTE?,78,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
PREPARING THE INPUT,81,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
FURTHER READING AND BIBLIOGRAPHIC NOTES,90,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
Output - Knowledge Representation,92,1,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,True
TABLES,93,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
LINEAR MODELS,93,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
TREES,95,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
RULES,100,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
INSTANCE-BASED REPRESENTATION,109,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
CLUSTERS,112,2,2016_Weka_Morgan Data Mining_ Practical Machine Learning Tools and Techniques,False
